	logFC	logCPM	PValue	FDR
Arfgap1	0.040443828	6.089392805	0.704293569	0.915036446
Cyp51	-0.039381196	6.582764984	0.70437129	0.915036446
Mtmr9	-0.04257572	5.317060026	0.704580264	0.915036446
Akirin1	-0.042357154	6.89996793	0.704614001	0.915036446
Snrnp200	-0.03909925	8.002521261	0.704673464	0.915036446
Rad23a	0.044762777	6.186696888	0.7046953	0.915036446
5730455P16Rik	-0.052655147	4.424401181	0.704805967	0.915036446
Mef2d	0.045506877	6.006885398	0.704971013	0.915036446
Myo19	-0.066143966	2.933430602	0.705055218	0.915036446
Snx16	-0.069158656	2.03854751	0.705370972	0.915036446
Meis3	0.080407867	2.836985241	0.705400514	0.915036446
Fbxo17	-0.078555459	1.84875473	0.705403807	0.915036446
Tle4	-0.037909083	6.252278223	0.705650022	0.915036446
Zdhhc3	-0.03919978	6.32898253	0.705771025	0.915036446
AI662270	0.043285528	8.673732928	0.705808447	0.915036446
Spryd4	0.055897826	3.485325673	0.705883886	0.915036446
Idh2	-0.050705812	4.453047396	0.705896116	0.915036446
Dtx3l	-0.037984623	8.777942321	0.705946316	0.915036446
Brms1l	-0.047360466	4.360979501	0.706005216	0.915036446
Fem1c	-0.044175357	5.39875726	0.706060078	0.915036446
Pisd-ps1	0.048358039	6.58014858	0.706130836	0.915036446
Il1r1	-0.073094357	5.710158003	0.706166697	0.915036446
Ptrh2	-0.046684751	4.65587817	0.706232334	0.915036446
Prdm10	-0.050792493	4.150377295	0.706263797	0.915036446
Nagk	0.054793761	3.353024758	0.706310863	0.915036446
Lrrc1	-0.054517801	3.715239015	0.706981224	0.915760268
Nudt1	0.048707313	4.306425159	0.707200975	0.915760268
Utp14b	-0.082855118	2.159526907	0.707293578	0.915760268
Rrp36	0.049480968	4.984766069	0.707314029	0.915760268
Cdh24	0.060330798	4.604849334	0.70740387	0.915760268
Cdadc1	-0.045691582	4.761770431	0.707525924	0.915760268
Med19	-0.048304268	4.355165139	0.707567792	0.915760268
Cebpz	-0.042607503	6.426772456	0.707588031	0.915760268
Xkr8	-0.087487558	2.471713678	0.707760616	0.915867386
Cks2	0.051505952	5.219100727	0.707937314	0.915979799
Rcbtb2	-0.048379079	5.37268055	0.70823983	0.916151282
Ing2	0.051075601	4.203757441	0.70837242	0.916151282
Mtch1	0.043769211	6.813364986	0.70837301	0.916151282
Rad17	-0.055627461	4.790270759	0.708475283	0.916151282
Klhl17	0.058221918	4.068613893	0.708519075	0.916151282
Cep120	-0.038646631	6.232318964	0.708651205	0.916157397
Atpaf1	-0.045449038	4.587532305	0.708703496	0.916157397
Adap1	0.051618078	5.62303888	0.708946604	0.916193526
Mepce	0.038091082	6.292288927	0.708955556	0.916193526
Capg	0.048884136	6.093546321	0.709000992	0.916193526
Sh3rf1	-0.04333038	5.44894183	0.709271452	0.916426887
Armc3	-0.065007003	2.138292616	0.709868308	0.917081862
Gpkow	-0.038189782	6.134404324	0.710105848	0.917127326
Gtf3c4	-0.043856098	5.139931235	0.71012059	0.917127326
Rbks	0.059605475	2.853310618	0.710559394	0.917127326
Gm15708	-0.082799406	1.388655436	0.710568461	0.917127326
Abhd4	-0.055728313	3.724853627	0.710601525	0.917127326
Zxdb	-0.069174419	3.568496122	0.710619484	0.917127326
Uap1l1	0.042712461	5.540240271	0.710628121	0.917127326
Gfi1	0.044650915	5.8634992	0.71066456	0.917127326
Exoc7	0.041519965	5.608469518	0.710712967	0.917127326
Zfp217	0.039308845	7.401792704	0.71083782	0.917172371
Mx1	-0.038410568	7.590107253	0.711064962	0.917281399
Mpp1	0.040620082	6.351129004	0.711102232	0.917281399
Idua	0.048594374	4.55757122	0.71132151	0.917379391
Arf1	0.0381916	8.505988713	0.711358129	0.917379391
H2-T24	-0.042790314	7.559046471	0.711868051	0.917628363
Sft2d2	-0.039489779	7.087037873	0.711905909	0.917628363
Btbd19	-0.044947016	5.123021743	0.71200413	0.917628363
Ypel2	0.067139105	2.95661561	0.712019985	0.917628363
Sorbs1	0.064743938	3.281714917	0.712054141	0.917628363
Nsa2	0.038743618	8.527060943	0.712130128	0.917628363
Nme7	0.053094458	3.894769653	0.712338269	0.917628363
1700102P08Rik	0.084383156	1.189030489	0.712354743	0.917628363
Gm11110	-0.063876947	2.462634348	0.712361098	0.917628363
Slain2	-0.0379182	7.204470186	0.712678418	0.917921161
Mrgpre	-0.078044005	1.88099121	0.712822935	0.917991345
Slc39a8	0.073522053	2.199000827	0.71314123	0.918285278
Ammecr1l	-0.041684212	6.312819977	0.713307034	0.918377433
Tes	-0.037164098	7.136200569	0.713392924	0.918377433
Shf	-0.075739232	1.923556202	0.713504009	0.918404492
Zdhhc16	0.042806766	5.009179404	0.713812328	0.918574916
Ddx59	-0.051067353	3.628669777	0.713818852	0.918574916
Arhgef18	0.038015964	7.860075679	0.713959259	0.918574916
Hist2h2be	-0.076841524	2.546408807	0.713996742	0.918574916
Stoml2	0.041355619	5.5203867	0.714233172	0.918763171
Adck2	0.044245603	4.552883054	0.714905325	0.919453049
Xlr4a	0.055149891	5.15069155	0.714949811	0.919453049
Eid1	-0.042457967	6.370881047	0.715222098	0.919607153
Irs2	0.09605306	0.908753039	0.715384209	0.919607153
Milr1	0.050402358	3.993301175	0.715525384	0.919607153
Ik	-0.039374294	7.503915237	0.715647961	0.919607153
Prex1	0.039277358	8.743332154	0.715649277	0.919607153
Fli1	0.038942264	6.838947881	0.715678569	0.919607153
Mnat1	-0.051319368	4.713425298	0.715700928	0.919607153
Rnf41	-0.050135238	5.424820012	0.715804187	0.919611886
Dnajc18	0.048980628	4.51857492	0.715903415	0.919611886
Gbe1	-0.054401917	3.384253717	0.715975166	0.919611886
Sepsecs	-0.056032766	3.326220436	0.71624782	0.919846224
08-Mar	-0.075888717	1.442672442	0.716441917	0.919979629
Katna1	0.042168015	5.948703035	0.716545492	0.919996775
Csrp2	0.089915372	0.984462157	0.716795799	0.920128612
Brd1	-0.036723376	6.888333777	0.716895924	0.920128612
Fam207a	0.038630483	5.964924855	0.716938825	0.920128612
Hbp1	0.044909134	5.574060681	0.717009116	0.920128612
Cdk11b	0.040114086	6.997719134	0.717183514	0.920236604
Camkk2	-0.044423706	5.007852285	0.71732242	0.920281996
Pcdhgb6	0.117657313	0.474681114	0.717414543	0.920281996
Map3k15	-0.101741597	1.051440904	0.717489641	0.920281996
Gm19557	-0.101240539	0.444235574	0.717679952	0.920409641
Fam160b2	0.041344287	5.677287659	0.717769684	0.920409641
Lamb3	0.099787245	0.502611893	0.717975732	0.920510974
Ascc2	0.041105814	6.041773419	0.718107991	0.920510974
Fam160b1	-0.037805171	6.095766547	0.718119526	0.920510974
Slc36a1	0.044523224	5.5374316	0.718320364	0.920577792
Tspan5	0.042057998	6.386606941	0.718367473	0.920577792
Gtf2a2	-0.039615759	5.51527195	0.71844249	0.920577792
Rufy3	-0.068582979	2.970394187	0.718563013	0.920616541
Gemin4	-0.048843916	3.808275813	0.718943977	0.920809735
Pxylp1	-0.061306398	3.302118164	0.719158262	0.920809735
Fam103a1	-0.042988019	6.580519863	0.719194786	0.920809735
Sergef	-0.068118338	2.398273648	0.719231733	0.920809735
Adam15	0.061142813	3.813340649	0.719262985	0.920809735
Dnajc1	0.037905473	6.411487404	0.719315587	0.920809735
3110056K07Rik	0.055173357	3.115188905	0.719345921	0.920809735
Wdr47	0.052207262	3.892668128	0.719548522	0.920812816
Ikbip	0.080142681	1.314845386	0.719612632	0.920812816
9330020H09Rik	-0.089768367	0.778866709	0.719690452	0.920812816
Rbbp6	-0.037313398	7.334965583	0.719709536	0.920812816
Txndc11	-0.045895436	5.334470396	0.72007282	0.920988302
Gng2	0.03616368	7.279553985	0.720171943	0.920988302
Fam222a	-0.125932836	0.026179639	0.720192492	0.920988302
Klhl42	-0.048213574	4.839036843	0.720226762	0.920988302
Mbp	-0.036524625	7.413927412	0.720400105	0.920988302
Blmh	-0.035453626	7.161251982	0.72068588	0.920988302
Zfp369	-0.049571414	3.906943722	0.720914509	0.920988302
Nedd8	0.03636961	6.902543414	0.72092474	0.920988302
B3glct	-0.055502437	3.131544511	0.72092523	0.920988302
Bcl2l1	-0.052477099	4.923520764	0.721127433	0.920988302
Stk24	0.037714882	7.92394644	0.721138785	0.920988302
Snx18	0.042594038	5.150292724	0.721153898	0.920988302
Trub2	0.043226249	4.591122407	0.721312744	0.920988302
Dnajc15	0.046602488	5.723377828	0.721518164	0.920988302
Mbtps1	0.036459361	7.194171931	0.721550196	0.920988302
Mapk7	0.051738423	4.131798765	0.72161226	0.920988302
Lamp2	0.039035771	7.303564264	0.721623639	0.920988302
Ankzf1	0.042847688	5.116547407	0.721641819	0.920988302
Lrrc8c	-0.041870326	6.358318565	0.721916298	0.920988302
Nradd	0.064282859	2.696954978	0.72191966	0.920988302
Rcn2	0.048738971	4.632594074	0.72193516	0.920988302
Serac1	-0.061550454	2.289790229	0.721952544	0.920988302
Cic	0.044039897	7.406102745	0.722071762	0.920988302
Prdx3	0.038129952	6.032626544	0.72210658	0.920988302
Cbr4	-0.053899629	3.483844388	0.72222224	0.920988302
Rpl22l1	-0.044005198	7.508655656	0.722292628	0.920988302
Gps1	0.036381786	6.306164184	0.72234756	0.920988302
Yeats2	0.039116114	5.637787522	0.722375644	0.920988302
Alg8	-0.04732598	4.243225066	0.722651149	0.921194789
Fam19a3	0.123422872	0.177640335	0.722766915	0.921194789
Aldh7a1	-0.050724067	3.877398871	0.722863421	0.921194789
Plcg1	0.039938129	8.306840978	0.722898961	0.921194789
Gmpr2	-0.04169642	5.040781914	0.722989376	0.921194885
Ppp2r2d	-0.042465718	5.168643864	0.723280495	0.92125573
Erp44	-0.039859948	6.188408769	0.723426885	0.92125573
Foxk2	-0.038491676	6.381356389	0.72344774	0.92125573
Socs6	-0.046983733	4.577147433	0.723470829	0.92125573
Nt5dc3	-0.040130912	5.323313621	0.723488858	0.92125573
Ogg1	0.051614884	3.461033599	0.723795168	0.921530694
Hdhd2	0.042796631	4.690937688	0.724040224	0.921727611
Timm8a1	-0.051094786	4.173397173	0.72430765	0.921903215
Nmnat2	0.0630186	2.665465613	0.724358984	0.921903215
Atf7ip	-0.036059928	7.482027469	0.724584759	0.922006132
Zfp354c	-0.0939879	0.963369034	0.724620686	0.922006132
Dag1	-0.043713993	4.178018524	0.724718882	0.922016025
Pcmt1	0.040570128	6.192958205	0.724813824	0.922021777
Ndufaf5	-0.055732002	3.443837873	0.725091904	0.922260465
Invs	-0.047043148	3.922621146	0.725376756	0.922507706
Snap29	-0.037753955	5.878986344	0.725550168	0.922581796
Ptpn22	-0.035356146	8.669515048	0.725691387	0.922581796
Cyb5r1	0.053071416	3.719902134	0.725829928	0.922581796
Nln	-0.047572632	4.317019926	0.725851688	0.922581796
Ica1l	-0.064570105	2.52510555	0.725887393	0.922581796
Sumo3	-0.036884141	6.724973359	0.726107559	0.922661725
Creb3	0.039223242	5.342020289	0.726131249	0.922661725
Zmym5	-0.047609116	6.304995593	0.726258711	0.922708707
Mmd	0.036455153	6.85470829	0.726366649	0.922730874
Ubxn4	-0.038047608	7.190664117	0.726746117	0.923027965
Kif3a	-0.063558704	2.503583514	0.727025609	0.923027965
Dennd4b	0.043958123	7.23612097	0.727034213	0.923027965
Tm9sf1	-0.035579336	6.275074555	0.727053027	0.923027965
Axl	-0.059975588	3.74811712	0.727160594	0.923027965
Nrgn	0.070328926	2.341111754	0.727194879	0.923027965
Mgat1	0.035524819	6.427635467	0.727283195	0.923027965
Siva1	-0.05896482	3.257877257	0.727324674	0.923027965
Nt5e	-0.042913364	6.564340819	0.727524571	0.923153182
Letm2	0.05741288	2.734367205	0.727707887	0.923153182
Atg16l1	0.038065014	5.478188847	0.727810622	0.923153182
Phf5a	-0.039212625	6.058547645	0.72783446	0.923153182
Pik3c3	-0.037509249	5.875696198	0.728304997	0.923153182
Gas2	0.083568254	1.478847773	0.72833648	0.923153182
Slc25a37	-0.040311369	5.059923322	0.72839452	0.923153182
Lmbrd1	0.042909791	5.685715575	0.728535043	0.923153182
Lysmd1	0.045336925	4.168267617	0.72859153	0.923153182
Strada	0.045744851	4.920915216	0.728610082	0.923153182
Pcnx	-0.044996962	4.863681986	0.728634346	0.923153182
Ecd	0.038126941	5.84513108	0.728653501	0.923153182
Gm15446	-0.073556346	1.571875488	0.728687406	0.923153182
Mapkapk2	0.036973276	6.817969258	0.728690788	0.923153182
Pttg1ip	0.036559737	5.834639027	0.728862371	0.923165745
Pfdn4	-0.057903847	4.315070351	0.728895813	0.923165745
Atp6v1h	0.038172494	6.244767045	0.728972304	0.923165745
Stt3b	0.038067158	7.115352687	0.72919669	0.923335235
Arpc5	0.034500505	9.573465837	0.729518626	0.923548378
Azi2	-0.038658277	7.188733137	0.729719247	0.923548378
Iah1	0.049015363	4.022823508	0.729860202	0.923548378
Mppe1	0.039997946	5.739979223	0.729929856	0.923548378
Fto	0.039944563	5.274482379	0.729960551	0.923548378
Pwwp2a	-0.04014613	5.311065801	0.730024764	0.923548378
Grpel1	0.041795575	5.719082807	0.730065914	0.923548378
Tbkbp1	0.072573582	2.590994292	0.730089583	0.923548378
Fbxo4	0.048520032	3.794596159	0.730425354	0.923680559
Atp8b4	-0.065281067	5.497984145	0.730460187	0.923680559
Abr	-0.03657949	7.271197957	0.730465826	0.923680559
Snora65	-0.091329361	0.88178302	0.730807382	0.923880694
Tmem164	-0.03644561	6.779064559	0.730898802	0.923880694
Adipor2	-0.037171824	7.42796232	0.730914455	0.923880694
Irgm2	-0.035406879	7.059773863	0.730986509	0.923880694
Dtd2	-0.06806936	3.151373189	0.731129744	0.923889151
Manba	-0.03898517	5.440074114	0.731174409	0.923889151
Lsm12	-0.03659775	5.868705877	0.731671898	0.924250192
Dusp11	-0.036481466	8.173052314	0.731770996	0.924250192
Slc5a6	0.055509073	2.554400005	0.731798494	0.924250192
Ntan1	0.038062151	5.547244358	0.731822698	0.924250192
H2-Oa	0.09501287	0.433281203	0.732199104	0.924611054
Snrnp40	-0.036495874	6.294839165	0.732518844	0.924900279
Ccnk	-0.034347822	6.310250841	0.732748318	0.924936596
B3gnt5	0.056704571	3.943139775	0.732851094	0.924936596
Ankrd16	0.046240929	4.65415128	0.732906799	0.924936596
Ddx21	-0.034950782	8.901284831	0.733033676	0.924936596
Taok2	-0.037239575	7.419850122	0.733097163	0.924936596
Nlrc3	-0.038491714	6.293941388	0.73310734	0.924936596
Rnf145	0.034848683	7.581248817	0.733288788	0.924936596
Tubb4b	0.039727387	7.594527093	0.733313755	0.924936596
Slamf6	-0.037200796	8.991843821	0.733363968	0.924936596
Fam173a	-0.039782773	5.696131225	0.733525632	0.925024158
Rab31	-0.06740923	2.406115231	0.73369128	0.925024158
Oma1	-0.041498394	4.566487265	0.73370554	0.925024158
BC005561	-0.058568569	3.601124687	0.734262783	0.925612263
Ets2	-0.044389684	5.109732469	0.734368212	0.925630737
Cd40lg	0.039462647	5.764924556	0.734768644	0.926020994
Bhlhe40	-0.067974292	4.951716777	0.734863058	0.926025532
Nebl	-0.125585544	1.090796063	0.735125419	0.926241678
Ick	-0.05608456	2.862846624	0.735222	0.926248917
Fadd	0.045846773	4.228982894	0.735687627	0.926596044
Stk39	0.035080101	7.358572656	0.735754618	0.926596044
Snrpd1	0.041912788	6.171593773	0.735770145	0.926596044
Cpsf3	-0.034615662	6.667387267	0.736085796	0.926879089
Stra13	-0.040826274	4.551666849	0.736391463	0.927068211
Ggct	-0.046076284	4.257062453	0.736455778	0.927068211
Spata24	0.067414747	1.892752156	0.736508735	0.927068211
Zfp68	-0.040894936	5.769680024	0.736607198	0.927077709
Zfp85	-0.059460125	3.208822116	0.736765037	0.927129893
08-Sep	-0.095808927	0.772527743	0.736830505	0.927129893
Aff3	0.042433283	7.046535633	0.736971523	0.927192921
Rbx1	0.035120794	5.979838462	0.73744282	0.92758579
Zbtb24	-0.040917867	5.142516487	0.737465725	0.92758579
Nolc1	0.036907006	6.223109863	0.737748953	0.927699973
Slc41a3	0.064823256	1.931713643	0.737789886	0.927699973
Vps36	-0.039318238	5.875148527	0.737829439	0.927699973
Tpm3	-0.035128334	9.922613868	0.737975309	0.927768984
Med7	0.044018033	4.02992634	0.738274628	0.928030865
Ggt5	-0.092447869	0.52872062	0.738497811	0.928080055
Myo18a	-0.035459437	7.177017373	0.738502597	0.928080055
Fah	0.089068723	1.123277678	0.738586805	0.928080055
Gdi1	0.03726754	7.753306301	0.73915159	0.928251665
Slc25a42	0.059071575	2.309298742	0.739221257	0.928251665
4930513N10Rik	0.083733366	0.833665446	0.739256768	0.928251665
Gpc2	-0.09089851	0.888996747	0.73940164	0.928251665
Snrpa1	0.037210399	5.896576069	0.739432538	0.928251665
Arrb1	0.036010715	6.220488793	0.739468388	0.928251665
Rsrc2	-0.036343536	7.207043411	0.739746734	0.928251665
Cyb5d2	0.051940023	2.8096929	0.73981344	0.928251665
Numbl	0.078742304	0.993872369	0.739830356	0.928251665
Crnkl1	-0.039852038	6.436160014	0.739878961	0.928251665
Prkar1a	-0.037501078	9.503612122	0.739887484	0.928251665
Csnk1g3	-0.03679569	6.167491056	0.73991121	0.928251665
Map2k3	0.037269549	6.00353686	0.740101055	0.928251665
Ptpn9	-0.037681785	5.1217008	0.740114224	0.928251665
Arhgap25	0.032947627	7.166171298	0.740167946	0.928251665
Gpr65	-0.044728206	5.12011856	0.740190846	0.928251665
Smyd4	-0.041746035	4.098749341	0.740270917	0.928251665
Tmcc3	-0.080813108	1.230585676	0.74047045	0.928287193
Fbf1	0.051187518	3.867849639	0.74048132	0.928287193
Ncbp2	-0.035476131	6.171391846	0.740619369	0.928346123
Zkscan6	0.040680918	4.717030889	0.740937257	0.928630434
Fam49b	-0.038459863	7.951615652	0.741240379	0.928633393
Zfp930	-0.050202512	4.285899763	0.741240913	0.928633393
Dcun1d4	-0.050720359	3.254191329	0.741323654	0.928633393
Prkar2b	-0.081033627	0.743573103	0.741410432	0.928633393
Rapgef2	-0.036076821	5.618198932	0.741523698	0.928633393
Skap2	-0.048651665	5.003003248	0.741560007	0.928633393
Taz	0.039205856	5.366999691	0.741582995	0.928633393
Foxo4	0.038307867	5.635570314	0.741743006	0.928633393
Phrf1	-0.038216373	6.998622331	0.741821938	0.928633393
Nmt1	0.033410099	7.115743961	0.741850311	0.928633393
Mycbp	0.052806818	3.419493565	0.742092183	0.928822142
Zfp3	-0.053919522	2.942460394	0.742297648	0.928909572
Jmjd7	-0.103862697	0.073370662	0.742375367	0.928909572
Lrch1	-0.037677474	5.579388356	0.74247417	0.928909572
B3gntl1	-0.048104081	3.234734306	0.742526422	0.928909572
Mylip	0.038493661	5.452842716	0.742723351	0.929041954
Cdkal1	0.0431844	4.029395423	0.742901349	0.929142588
Elmsan1	0.037519479	5.807734251	0.743077742	0.929142588
Ap3s2	0.036430575	5.418268664	0.743086276	0.929142588
Pkd1	-0.041983557	6.139947974	0.74316828	0.929142588
Uba2	-0.035467147	7.29539065	0.743270494	0.929156457
Cherp	0.037779354	6.675256797	0.743383995	0.929184432
E130308A19Rik	-0.052933824	2.503311988	0.743736482	0.92951108
Rab19	0.034251416	6.115259104	0.74395932	0.929532818
Rnf4	-0.032949467	6.988580898	0.744036962	0.929532818
Nbn	-0.038770237	5.185147635	0.744039406	0.929532818
Atp6ap2	-0.040760429	6.342628855	0.744118505	0.929532818
Rbbp9	0.059025569	2.445513745	0.744457047	0.929724219
Jarid2	0.03466543	7.313511723	0.744621858	0.929724219
Ovgp1	-0.086589119	0.95134205	0.744870016	0.929724219
Actn4	-0.033896268	8.476225927	0.745003102	0.929724219
Ap3s1	0.044132403	5.966239085	0.745032257	0.929724219
Gpn1	-0.04049363	4.301176215	0.745132718	0.929724219
Dpp7	0.054824251	3.712717958	0.745276079	0.929724219
Camk1d	-0.042710991	5.231389278	0.745322088	0.929724219
Bcorl1	0.063965109	2.77058473	0.745461174	0.929724219
Angel2	-0.034117448	6.563497943	0.745478787	0.929724219
Ikbke	0.03881093	8.088434186	0.745503886	0.929724219
Tango6	0.05423459	2.716600191	0.745552118	0.929724219
Ccdc84	-0.040532213	4.141566189	0.745585614	0.929724219
Chmp3	-0.037756211	6.182846024	0.745647779	0.929724219
Wdr13	-0.045055348	5.212731776	0.745734306	0.929724219
Zfp27	-0.051563415	3.161304627	0.745735566	0.929724219
Pdp2	-0.045205485	3.852604235	0.745887827	0.929724219
Tnfaip8l1	0.04197031	4.112135708	0.7459129	0.929724219
Mfsd7b	-0.037616409	4.994400972	0.746218856	0.929963706
Slc12a4	0.042446695	4.534395731	0.746304252	0.929963706
Snrnp27	0.04037944	5.244981402	0.746410902	0.929963706
Ash2l	0.038714136	5.147659004	0.746477361	0.929963706
Nsmce2	-0.039706804	4.651586913	0.746561037	0.929963706
Zkscan3	0.036894241	5.609794667	0.746810336	0.930066732
Pak1ip1	0.035080209	5.929601896	0.74694448	0.930066732
Clp1	-0.039146337	5.45249293	0.747204381	0.930066732
Gmfg	0.033088641	8.447438117	0.747278212	0.930066732
Ddost	-0.032918101	6.929683465	0.747439914	0.930066732
Gm9776	0.087504083	0.499422963	0.74762837	0.930066732
Tmppe	-0.034547644	5.856263585	0.7476319	0.930066732
Slc35e3	0.049269794	3.179664784	0.7476575	0.930066732
Mnd1	-0.066417772	1.756627461	0.747704145	0.930066732
Erh	-0.032613104	7.099906323	0.747766239	0.930066732
Snora3	-0.109968814	0.024467167	0.747779058	0.930066732
Dlg3	0.050661089	3.032700554	0.747856298	0.930066732
Nxf1	-0.032572646	7.647955594	0.747890494	0.930066732
Mapk8	-0.046341213	4.835780114	0.747920683	0.930066732
Snora16a	0.09273018	0.687533254	0.748314813	0.930340708
Ube2g2	-0.03573067	6.189027961	0.748367492	0.930340708
Rfwd2	-0.035136031	5.879296676	0.748414713	0.930340708
Asah1	-0.042076835	4.66079523	0.748556311	0.930403304
Harbi1	-0.048440455	3.108062423	0.748885787	0.930587891
Wdr45b	0.036503884	5.1229706	0.748887343	0.930587891
Scfd1	0.038552174	5.732467013	0.749151835	0.930803127
Il1rl2	-0.039951359	4.392543863	0.749305636	0.930880796
Ttyh2	-0.074532924	1.042191666	0.749596465	0.930932639
Cnot10	0.033812696	5.950883397	0.749718984	0.930932639
Fahd1	0.075465608	0.918492293	0.749738497	0.930932639
Poli	-0.036821544	5.073282537	0.74975328	0.930932639
Apex2	0.041156	3.938975747	0.749803841	0.930932639
